"","HDFCBANK.NS","TCS.NS","RELIANCE.NS","ONGC.NS","HINDUNILVR.NS","TATAMOTORS.NS","WIPRO.NS","BAJFINANCE.NS","KOTAKBANK.NS","BHARTIARTL.NS","NSEI"
"1",0.00635399406374137,-0.00460137655352355,0.0168811986350557,0.00469653431345041,0.000774339755934328,0.0491901886158344,0.00241948535770486,0.00347981047852652,-0.00149451550986601,0.00418275780491406,0.00815057993401425
"2",-0.0143635171871175,0.0197334947485972,0.00120419716977072,0.00311892549396386,-0.00548454193629055,-0.0137717413310972,0.0112134163087063,-0.0124654123435723,-0.0086822592020166,-0.000219753821193436,-0.00453304814233668
"3",-0.0218788633658216,-9.08723782222509e-05,-0.0234654557803129,-0.017275736753839,-0.00624521305372117,-0.0289337357425756,0.0041728483520842,-0.048054712869936,-0.00274949808125147,-0.0120476918667585,-0.0192907284731412
"4",0.0157104851936429,0.00245102274754405,0.0152674625317593,-0.00396810621278476,0.00273690300343965,-0.0051303204988109,0.0120234508604833,0.00273595317167796,0.0110130097547296,-0.0101704091518684,0.00498216040327115
"5",-0.00262120403630117,0.0221479638003537,-0.00753849351528668,-0.0184595913093855,0.00449363032669847,-0.0117086767470305,-0.00156866943141321,0.0104996643848576,-0.00962220466828878,0.030424293103839,-0.00229257034343533
"6",0.0111520029367522,-0.0183022993917614,0.0227702128817029,0.00202294187112617,0.00295001107121795,0.0504712612173064,-0.004523568408902,0.0181675181863445,0.00614472633477359,0.002720546740278,0.0157215247601048
"7",0.00884848964204199,-0.000361289593542757,-0.000226163520525624,0.0036312061365642,0.00974548211513859,0.0224033916128219,-0.00751880782904735,0.00499446044837892,0.0117324200196807,-0.00676049008959456,0.00334245521037424
"8",0.00256956601171598,-0.0105361061140474,-0.00255535301906118,0.0104167238809332,0.0206901181084751,-0.000509460138214735,0.0120423762379493,0.00472960577766823,0.00379164927106146,0.0257061414734832,0.00591793523449624
"9",0.00271792021373773,0.00752765742869244,-0.00930676295800748,-0.00319354437378294,0.00696872601375809,-0.0020402035467928,0.00937519069224457,0.00682034911356499,-0.00849197308537164,0.00095919547906842,0.00265269874251928
"10",-0.00407960545634722,0.00902142182574739,-0.00363540141623186,-0.00320386246551152,0.00637658701800436,0.0227167345379948,-0.0354176806333797,0.00339273544841046,-0.000715868353654336,-0.00320101648413651,-0.00153811314408436
"11",0.00264394656169653,0.00532933197255137,0.00917766077920668,-0.00120405636297338,0.0135597247768935,-0.0140740992594273,0.00882290575372036,0.0030850084715901,0.0153682195733866,0.0128485437731278,0.000987918149970568
"12",-0.00740518802608481,-0.00883822757255537,0.0276398633289823,0.00720285976489166,0.00537778621510121,-0.00126631450324766,0.00259195440626048,0.00272113790194961,-0.0020296346505102,0.0537119027520152,-0.000255011317609188
"13",-0.0183578520479202,-0.0222127136548957,-0.0312550470912356,-0.0201375321928907,0.00123690138759525,-0.0117258906185134,-0.0124225579048751,-0.0188807869780154,-0.0483808913766799,0.0171502483899344,-0.0104000878592512
"14",-0.00844258966558975,0.000321966692669484,0.0010110074442391,-0.00122121157908062,-0.00361800302034876,-0.0186341098226777,-0.00363563166346115,-0.00337710690390747,0.00444033943952071,0.00597786750878271,-0.00448465945500942
